Date,Depth,Bottom Depth (m),QC,Cloud Cover (%),QC,Conductivity (\muS/cm),QC,Nitrate (mg/L),QC,Ammonium (mg/L),QC,O2 Saturation (%),QC,Oxygen (mg/L),QC,pH (),QC,Filterable Reactive Phosphate (mg/L),QC,Salinity (psu),QC,Secchi depth (m),QC,Temperature (^{\circ}C),QC,Turbidity (NTU),QC,Wind Direction ((ø)),QC,Wind Speed (m/s),QC
30-05-2011 10:50:40,-2.03,    ,,    ,,46960.0000,Good,    ,,    ,,98.1000,Good,7.9000,Good,7.2900,Good,    ,,30.5800,Good,    ,,16.8900,Good,    ,,    ,,    ,
30-05-2011 10:51:20,-2.51,    ,,    ,,46990.0000,Good,    ,,    ,,95.8000,Good,7.7100,Good,7.2800,Good,    ,,30.6000,Good,    ,,16.8700,Good,    ,,    ,,    ,
30-05-2011 10:52:03,-3.01,    ,,    ,,47000.0000,Good,    ,,    ,,96.2000,Good,7.7500,Good,7.2800,Good,    ,,30.6100,Good,    ,,16.8700,Good,    ,,    ,,    ,
07-06-2011 10:10:53,-0.21,    ,,    ,,38050.0000,Good,    ,,    ,,55.7000,Good,4.7600,Good,7.2400,Good,    ,,24.2100,Good,    ,,15.8300,Good,    ,,    ,,    ,
07-06-2011 10:11:00,0.00,-2.7500,Good,1.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,135.0000,Good,0.5100,Good
07-06-2011 10:11:35,-0.49,    ,,    ,,38350.0000,Good,    ,,    ,,55.8000,Good,4.7400,Good,7.2200,Good,    ,,24.4200,Good,    ,,16.0600,Good,    ,,    ,,    ,
07-06-2011 10:12:18,-1.00,    ,,    ,,38420.0000,Good,    ,,    ,,57.8000,Good,4.9400,Good,7.2300,Good,    ,,24.4700,Good,    ,,15.7900,Good,    ,,    ,,    ,
07-06-2011 10:12:54,-1.51,    ,,    ,,38470.0000,Good,    ,,    ,,53.8000,Good,4.5800,Good,7.2000,Good,    ,,24.5100,Good,    ,,15.9000,Good,    ,,    ,,    ,
07-06-2011 10:14:09,-2.00,    ,,    ,,39780.0000,Good,    ,,    ,,35.1000,Good,2.9000,Good,7.1000,Good,    ,,25.4400,Good,    ,,17.2100,Good,    ,,    ,,    ,
07-06-2011 10:14:47,-2.52,    ,,    ,,40040.0000,Good,    ,,    ,,31.9000,Good,2.6200,Good,7.0800,Good,    ,,25.6200,Good,    ,,17.3700,Good,    ,,    ,,    ,
07-06-2011 10:15:13,-2.74,    ,,    ,,40110.0000,Good,    ,,    ,,30.6000,Good,2.5100,Good,7.0800,Good,    ,,25.6700,Good,    ,,17.4100,Good,    ,,    ,,    ,
13-06-2011 10:38:04,-0.26,    ,,    ,,33440.0000,Good,    ,,    ,,79.5000,Good,7.2200,Good,7.4600,Good,    ,,20.9800,Good,    ,,13.8200,Good,    ,,    ,,    ,
13-06-2011 10:40:00,0.00,-3.2000,Good,95.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.3000,Good,    ,,    ,,45.0000,Good,4.0800,Good
13-06-2011 10:40:03,-0.56,    ,,    ,,33800.0000,Good,    ,,    ,,76.8000,Good,6.9500,Good,7.4500,Good,    ,,21.2300,Good,    ,,13.9600,Good,    ,,    ,,    ,
13-06-2011 10:41:00,-1.08,    ,,    ,,36480.0000,Good,    ,,    ,,67.6000,Good,5.9300,Good,7.3500,Good,    ,,23.1000,Good,    ,,14.8600,Good,    ,,    ,,    ,
13-06-2011 10:42:42,-1.57,    ,,    ,,39170.0000,Good,    ,,    ,,52.2000,Good,4.4400,Good,7.2300,Good,    ,,25.0000,Good,    ,,15.8100,Good,    ,,    ,,    ,
13-06-2011 10:43:27,-2.06,    ,,    ,,39390.0000,Good,    ,,    ,,51.2000,Good,4.3500,Good,7.2200,Good,    ,,25.1500,Good,    ,,15.8900,Good,    ,,    ,,    ,
13-06-2011 10:44:07,-2.50,    ,,    ,,39730.0000,Good,    ,,    ,,46.0000,Good,3.8800,Good,7.1900,Good,    ,,25.3900,Good,    ,,16.0500,Good,    ,,    ,,    ,
13-06-2011 10:44:46,-3.07,    ,,    ,,39890.0000,Good,    ,,    ,,41.8000,Good,3.5200,Good,7.1800,Good,    ,,25.5100,Good,    ,,16.1900,Good,    ,,    ,,    ,
20-06-2011 10:16:53,-0.20,    ,,    ,,29560.0000,Good,    ,,    ,,78.5000,Good,6.9500,Good,7.3400,Good,    ,,18.3400,Good,    ,,15.8700,Good,    ,,    ,,    ,
20-06-2011 10:18:00,0.00,-2.2000,Good,90.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,0.0000,Good
20-06-2011 10:18:18,-0.50,    ,,    ,,30700.0000,Good,    ,,    ,,76.9000,Good,6.7600,Good,7.2400,Good,    ,,19.1200,Good,    ,,15.9700,Good,    ,,    ,,    ,
20-06-2011 10:19:12,-1.00,    ,,    ,,33350.0000,Good,    ,,    ,,74.5000,Good,6.4700,Good,7.2100,Good,    ,,20.9400,Good,    ,,16.0100,Good,    ,,    ,,    ,
20-06-2011 10:19:59,-1.50,    ,,    ,,33840.0000,Good,    ,,    ,,76.5000,Good,6.6400,Good,7.1900,Good,    ,,21.2800,Good,    ,,15.9200,Good,    ,,    ,,    ,
20-06-2011 10:21:08,-2.01,    ,,    ,,34240.0000,Good,    ,,    ,,70.5000,Good,6.1100,Good,7.1800,Good,    ,,21.5600,Good,    ,,15.9000,Good,    ,,    ,,    ,
20-06-2011 10:22:15,-2.51,    ,,    ,,34350.0000,Good,    ,,    ,,66.6000,Good,5.7800,Good,7.1800,Good,    ,,21.6300,Good,    ,,15.8900,Good,    ,,    ,,    ,
20-06-2011 10:23:29,-2.93,    ,,    ,,34380.0000,Good,    ,,    ,,65.1000,Good,5.6400,Good,7.1800,Good,    ,,21.6500,Good,    ,,15.8900,Good,    ,,    ,,    ,
27-06-2011 10:31:28,-0.17,    ,,    ,,23110.0000,Good,    ,,    ,,59.7000,Good,5.5200,Good,7.3600,Good,    ,,14.0100,Good,    ,,15.0500,Good,    ,,    ,,    ,
27-06-2011 10:32:00,0.00,-2.8000,Good,30.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,45.0000,Good,1.0200,Good
27-06-2011 10:32:14,-0.50,    ,,    ,,23050.0000,Good,    ,,    ,,53.4000,Good,4.9500,Good,7.3500,Good,    ,,13.9800,Good,    ,,15.0200,Good,    ,,    ,,    ,
27-06-2011 10:33:08,-1.06,    ,,    ,,35150.0000,Good,    ,,    ,,48.5000,Good,4.1400,Good,7.1100,Good,    ,,22.1900,Good,    ,,16.5900,Good,    ,,    ,,    ,
27-06-2011 10:33:43,-1.52,    ,,    ,,37760.0000,Good,    ,,    ,,46.4000,Good,3.9100,Good,7.0900,Good,    ,,24.0100,Good,    ,,16.6000,Good,    ,,    ,,    ,
27-06-2011 10:34:22,-2.06,    ,,    ,,39570.0000,Good,    ,,    ,,48.1000,Good,4.0200,Good,7.0900,Good,    ,,25.2900,Good,    ,,16.5700,Good,    ,,    ,,    ,
27-06-2011 10:35:06,-2.52,    ,,    ,,39770.0000,Good,    ,,    ,,49.1000,Good,4.1000,Good,7.0900,Good,    ,,25.4300,Good,    ,,16.5700,Good,    ,,    ,,    ,
27-06-2011 10:35:40,-2.88,    ,,    ,,39990.0000,Good,    ,,    ,,48.9000,Good,4.0800,Good,7.0800,Good,    ,,25.5800,Good,    ,,16.5700,Good,    ,,    ,,    ,
29-06-2011 09:30:00,-3.20,    ,,    ,,    ,,0.0590,Good,0.2200,Good,    ,,    ,,    ,,0.0200,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:10:00,-0.01,    ,,    ,,    ,,    ,,1.9000,Good,    ,,    ,,    ,,1.5000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:10:01,-0.01,    ,,    ,,    ,,    ,,3.1000,Good,    ,,    ,,    ,,1.8000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:10:02,-0.02,    ,,    ,,    ,,    ,,3.9000,Good,    ,,    ,,    ,,2.8000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:10:03,-0.02,    ,,    ,,    ,,    ,,3.9000,Good,    ,,    ,,    ,,1.8000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:10:04,-0.02,    ,,    ,,    ,,    ,,3.3000,Good,    ,,    ,,    ,,1.6000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:10:05,-0.02,    ,,    ,,    ,,    ,,3.4000,Good,    ,,    ,,    ,,1.3000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:10:06,-0.02,    ,,    ,,    ,,    ,,3.5000,Good,    ,,    ,,    ,,1.4000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:10:07,-0.02,    ,,    ,,    ,,    ,,4.1000,Good,    ,,    ,,    ,,1.7000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:40:00,-0.01,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,    ,,1.3000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:40:01,-0.01,    ,,    ,,    ,,    ,,1.8000,Good,    ,,    ,,    ,,1.9000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:40:02,-0.02,    ,,    ,,    ,,    ,,1.9000,Good,    ,,    ,,    ,,3.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:40:03,-0.02,    ,,    ,,    ,,    ,,2.1000,Good,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:40:04,-0.02,    ,,    ,,    ,,    ,,3.8000,Good,    ,,    ,,    ,,1.5000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:40:05,-0.02,    ,,    ,,    ,,    ,,5.0000,Good,    ,,    ,,    ,,1.9000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:40:06,-0.02,    ,,    ,,    ,,    ,,5.9000,Good,    ,,    ,,    ,,2.4000,Good,    ,,    ,,    ,,    ,,    ,,    ,
29-06-2011 14:40:07,-0.02,    ,,    ,,    ,,    ,,6.8000,Good,    ,,    ,,    ,,3.2000,Good,    ,,    ,,    ,,    ,,    ,,    ,
04-07-2011 10:19:12,-0.24,    ,,    ,,11520.0000,Good,    ,,    ,,90.1000,Good,9.1500,Good,7.6100,Good,    ,,6.5900,Good,    ,,12.7900,Good,    ,,    ,,    ,
04-07-2011 10:20:00,0.00,-2.9000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,    ,,0.0000,Good
04-07-2011 10:20:29,-0.52,    ,,    ,,11510.0000,Good,    ,,    ,,87.0000,Good,8.8700,Good,7.5800,Good,    ,,6.5800,Good,    ,,12.6700,Good,    ,,    ,,    ,
04-07-2011 10:21:12,-0.99,    ,,    ,,11520.0000,Good,    ,,    ,,86.5000,Good,8.8400,Good,7.5600,Good,    ,,6.5900,Good,    ,,12.5600,Good,    ,,    ,,    ,
04-07-2011 10:22:10,-1.51,    ,,    ,,11530.0000,Good,    ,,    ,,84.3000,Good,8.6300,Good,7.5300,Good,    ,,6.6000,Good,    ,,12.4300,Good,    ,,    ,,    ,
04-07-2011 10:23:02,-2.02,    ,,    ,,11530.0000,Good,    ,,    ,,83.3000,Good,8.5300,Good,7.5200,Good,    ,,6.6000,Good,    ,,12.4300,Good,    ,,    ,,    ,
04-07-2011 10:23:57,-2.51,    ,,    ,,11540.0000,Good,    ,,    ,,82.6000,Good,8.4600,Good,7.5200,Good,    ,,6.6000,Good,    ,,12.4100,Good,    ,,    ,,    ,
11-07-2011 10:04:10,-0.21,    ,,    ,,16350.0000,Good,    ,,    ,,109.4000,Good,11.3400,Good,8.3200,Good,    ,,9.6000,Good,    ,,11.0400,Good,    ,,    ,,    ,
11-07-2011 10:05:00,0.00,-3.2000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,90.0000,Good,0.5100,Good
11-07-2011 10:05:02,-0.52,    ,,    ,,16460.0000,Good,    ,,    ,,109.1000,Good,11.3000,Good,8.3000,Good,    ,,9.6700,Good,    ,,11.0800,Good,    ,,    ,,    ,
11-07-2011 10:06:02,-1.04,    ,,    ,,16710.0000,Good,    ,,    ,,107.3000,Good,11.0600,Good,8.2700,Good,    ,,9.8300,Good,    ,,11.2000,Good,    ,,    ,,    ,
11-07-2011 10:06:59,-1.51,    ,,    ,,22030.0000,Good,    ,,    ,,86.6000,Good,8.4600,Good,7.7900,Good,    ,,13.2900,Good,    ,,12.7100,Good,    ,,    ,,    ,
11-07-2011 10:07:34,-2.04,    ,,    ,,25530.0000,Good,    ,,    ,,66.6000,Good,6.3100,Good,7.4700,Good,    ,,15.6100,Good,    ,,13.4400,Good,    ,,    ,,    ,
11-07-2011 10:08:12,-2.58,    ,,    ,,26350.0000,Good,    ,,    ,,43.5000,Good,4.0900,Good,7.4300,Good,    ,,16.1600,Good,    ,,13.6200,Good,    ,,    ,,    ,
11-07-2011 10:09:20,-2.92,    ,,    ,,26360.0000,Good,    ,,    ,,35.4000,Good,3.3300,Good,7.4400,Good,    ,,16.1700,Good,    ,,13.6400,Good,    ,,    ,,    ,
18-07-2011 09:51:55,-0.23,    ,,    ,,12320.0000,Good,    ,,    ,,94.3000,Good,9.5500,Good,7.9200,Good,    ,,7.0900,Good,    ,,12.8100,Good,    ,,    ,,    ,
18-07-2011 09:52:00,0.00,-2.9000,Good,1.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,    ,,    ,
18-07-2011 09:52:23,-0.55,    ,,    ,,12320.0000,Good,    ,,    ,,95.2000,Good,9.6500,Good,7.9200,Good,    ,,7.0800,Good,    ,,12.7500,Good,    ,,    ,,    ,
18-07-2011 09:53:19,-1.04,    ,,    ,,12320.0000,Good,    ,,    ,,91.9000,Good,9.3500,Good,7.8600,Good,    ,,7.0900,Good,    ,,12.5900,Good,    ,,    ,,    ,
18-07-2011 09:54:05,-1.51,    ,,    ,,12320.0000,Good,    ,,    ,,90.8000,Good,9.2400,Good,7.8500,Good,    ,,7.0900,Good,    ,,12.5700,Good,    ,,    ,,    ,
18-07-2011 09:54:39,-2.04,    ,,    ,,12320.0000,Good,    ,,    ,,90.4000,Good,9.2000,Good,7.8400,Good,    ,,7.0900,Good,    ,,12.5700,Good,    ,,    ,,    ,
18-07-2011 09:55:12,-2.53,    ,,    ,,12320.0000,Good,    ,,    ,,90.2000,Good,9.1800,Good,7.8500,Good,    ,,7.0900,Good,    ,,12.5700,Good,    ,,    ,,    ,
18-07-2011 09:55:38,-2.75,    ,,    ,,12320.0000,Good,    ,,    ,,90.1000,Good,9.1700,Good,7.8400,Good,    ,,7.0900,Good,    ,,12.5700,Good,    ,,    ,,    ,
25-07-2011 09:58:14,-0.20,    ,,    ,,13960.0000,Good,    ,,    ,,84.5000,Good,8.1900,Good,7.7200,Good,    ,,8.1100,Good,    ,,14.5500,Good,    ,,    ,,    ,
25-07-2011 09:59:00,0.00,-2.5000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.1000,Good,    ,,    ,,    ,,0.0000,Good
25-07-2011 09:59:11,-0.50,    ,,    ,,13960.0000,Good,    ,,    ,,83.9000,Good,8.1300,Good,7.7300,Good,    ,,8.1100,Good,    ,,14.5400,Good,    ,,    ,,    ,
25-07-2011 09:59:51,-1.00,    ,,    ,,13960.0000,Good,    ,,    ,,83.8000,Good,8.1200,Good,7.7300,Good,    ,,8.1200,Good,    ,,14.5300,Good,    ,,    ,,    ,
25-07-2011 10:00:40,-1.50,    ,,    ,,13970.0000,Good,    ,,    ,,83.7000,Good,8.1100,Good,7.7300,Good,    ,,8.1200,Good,    ,,14.5300,Good,    ,,    ,,    ,
25-07-2011 10:01:26,-1.99,    ,,    ,,13970.0000,Good,    ,,    ,,83.4000,Good,8.0800,Good,7.7300,Good,    ,,8.1200,Good,    ,,14.5200,Good,    ,,    ,,    ,
25-07-2011 10:02:26,-2.31,    ,,    ,,13970.0000,Good,    ,,    ,,83.1000,Good,8.0600,Good,7.7300,Good,    ,,8.1200,Good,    ,,14.5200,Good,    ,,    ,,    ,
01-08-2011 10:42:24,-0.26,    ,,    ,,11270.0000,Good,    ,,    ,,83.7000,Good,8.0600,Good,7.5100,Good,    ,,6.4500,Good,    ,,15.2600,Good,    ,,    ,,    ,
01-08-2011 10:43:00,0.00,-3.2000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.4000,Good,    ,,    ,,    ,,    ,
01-08-2011 10:43:25,-0.53,    ,,    ,,11290.0000,Good,    ,,    ,,83.5000,Good,8.0500,Good,7.5100,Good,    ,,6.4500,Good,    ,,15.2500,Good,    ,,    ,,    ,
01-08-2011 10:44:24,-1.00,    ,,    ,,11300.0000,Good,    ,,    ,,83.3000,Good,8.0400,Good,7.5000,Good,    ,,6.4600,Good,    ,,15.2400,Good,    ,,    ,,    ,
01-08-2011 10:45:41,-1.53,    ,,    ,,11300.0000,Good,    ,,    ,,83.2000,Good,8.0300,Good,7.5000,Good,    ,,6.4600,Good,    ,,15.2400,Good,    ,,    ,,    ,
01-08-2011 10:46:58,-2.04,    ,,    ,,11300.0000,Good,    ,,    ,,83.1000,Good,8.0100,Good,7.5100,Good,    ,,6.4600,Good,    ,,15.2400,Good,    ,,    ,,    ,
01-08-2011 10:47:34,-2.55,    ,,    ,,11300.0000,Good,    ,,    ,,83.1000,Good,8.0100,Good,7.5000,Good,    ,,6.4600,Good,    ,,15.2400,Good,    ,,    ,,    ,
01-08-2011 10:48:35,-3.06,    ,,    ,,11300.0000,Good,    ,,    ,,83.1000,Good,8.0100,Good,7.5000,Good,    ,,6.4600,Good,    ,,15.2400,Good,    ,,    ,,    ,
08-08-2011 10:16:03,-0.20,    ,,    ,,8886.0000,Good,    ,,    ,,89.8000,Good,9.0100,Good,7.5400,Good,    ,,4.9900,Good,    ,,13.8200,Good,    ,,    ,,    ,
08-08-2011 10:17:00,0.00,-2.9000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.5000,Good,    ,,    ,,270.0000,Good,0.5100,Good
08-08-2011 10:17:47,-0.50,    ,,    ,,8883.0000,Good,    ,,    ,,89.5000,Good,8.9800,Good,7.5300,Good,    ,,4.9900,Good,    ,,13.8200,Good,    ,,    ,,    ,
08-08-2011 10:18:12,-1.04,    ,,    ,,8886.0000,Good,    ,,    ,,89.5000,Good,8.9800,Good,7.5300,Good,    ,,4.9900,Good,    ,,13.8100,Good,    ,,    ,,    ,
08-08-2011 10:18:57,-1.50,    ,,    ,,8887.0000,Good,    ,,    ,,89.3000,Good,8.9700,Good,7.5300,Good,    ,,4.9900,Good,    ,,13.8100,Good,    ,,    ,,    ,
08-08-2011 10:19:28,-2.00,    ,,    ,,8887.0000,Good,    ,,    ,,89.3000,Good,8.9600,Good,7.5300,Good,    ,,4.9900,Good,    ,,13.8100,Good,    ,,    ,,    ,
08-08-2011 10:19:58,-2.51,    ,,    ,,8887.0000,Good,    ,,    ,,89.3000,Good,8.9600,Good,7.5300,Good,    ,,4.9900,Good,    ,,13.8100,Good,    ,,    ,,    ,
08-08-2011 10:21:02,-2.89,    ,,    ,,8889.0000,Good,    ,,    ,,89.1000,Good,8.9400,Good,7.5300,Good,    ,,4.9900,Good,    ,,13.8000,Good,    ,,    ,,    ,
15-08-2011 10:59:35,-0.22,    ,,    ,,9911.0000,Good,    ,,    ,,88.2000,Good,8.6000,Good,7.7700,Good,    ,,5.6100,Good,    ,,14.9800,Good,    ,,    ,,    ,
15-08-2011 11:00:00,0.00,-2.9000,Good,70.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,0.0000,Good,2.0400,Good
15-08-2011 11:00:24,-0.53,    ,,    ,,9914.0000,Good,    ,,    ,,87.7000,Good,8.5400,Good,7.7700,Good,    ,,5.6100,Good,    ,,15.0200,Good,    ,,    ,,    ,
15-08-2011 11:00:59,-1.00,    ,,    ,,9905.0000,Good,    ,,    ,,87.2000,Good,8.5100,Good,7.7700,Good,    ,,5.6100,Good,    ,,14.9400,Good,    ,,    ,,    ,
15-08-2011 11:01:34,-1.50,    ,,    ,,9904.0000,Good,    ,,    ,,86.6000,Good,8.4700,Good,7.7600,Good,    ,,5.6100,Good,    ,,14.8600,Good,    ,,    ,,    ,
15-08-2011 11:02:09,-2.02,    ,,    ,,9910.0000,Good,    ,,    ,,85.8000,Good,8.4000,Good,7.7500,Good,    ,,5.6100,Good,    ,,14.7900,Good,    ,,    ,,    ,
15-08-2011 11:02:56,-2.51,    ,,    ,,9919.0000,Good,    ,,    ,,85.2000,Good,8.3400,Good,7.7400,Good,    ,,5.6200,Good,    ,,14.7800,Good,    ,,    ,,    ,
22-08-2011 09:56:00,0.00,-3.0000,Good,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,270.0000,Good,1.0200,Good
22-08-2011 09:56:03,-0.24,    ,,    ,,11010.0000,Good,    ,,    ,,86.1000,Good,8.1500,Good,7.8100,Good,    ,,6.2800,Good,    ,,16.1900,Good,    ,,    ,,    ,
22-08-2011 09:56:48,-0.55,    ,,    ,,11010.0000,Good,    ,,    ,,85.5000,Good,8.0900,Good,7.8200,Good,    ,,6.2800,Good,    ,,16.1900,Good,    ,,    ,,    ,
22-08-2011 09:57:22,-1.08,    ,,    ,,11010.0000,Good,    ,,    ,,86.0000,Good,8.1400,Good,7.8100,Good,    ,,6.2800,Good,    ,,16.1900,Good,    ,,    ,,    ,
22-08-2011 09:58:04,-1.55,    ,,    ,,11010.0000,Good,    ,,    ,,85.5000,Good,8.1000,Good,7.8100,Good,    ,,6.2800,Good,    ,,16.1900,Good,    ,,    ,,    ,
22-08-2011 09:58:39,-2.06,    ,,    ,,11010.0000,Good,    ,,    ,,86.4000,Good,8.1700,Good,7.8100,Good,    ,,6.2800,Good,    ,,16.1900,Good,    ,,    ,,    ,
22-08-2011 09:59:14,-2.59,    ,,    ,,11010.0000,Good,    ,,    ,,85.2000,Good,8.0700,Good,7.8100,Good,    ,,6.2800,Good,    ,,16.1900,Good,    ,,    ,,    ,
22-08-2011 10:00:11,-2.66,    ,,    ,,11010.0000,Good,    ,,    ,,85.3000,Good,8.0700,Good,7.8100,Good,    ,,6.2800,Good,    ,,16.1900,Good,    ,,    ,,    ,
29-08-2011 10:11:28,-0.20,    ,,    ,,8668.0000,Good,    ,,    ,,85.4000,Good,8.4200,Good,7.6000,Good,    ,,4.8600,Good,    ,,14.6500,Good,    ,,    ,,    ,
29-08-2011 10:12:00,0.00,-2.8000,Good,10.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.0000,Good,    ,,    ,,90.0000,Good,0.5100,Good
29-08-2011 10:12:17,-0.51,    ,,    ,,8670.0000,Good,    ,,    ,,84.7000,Good,8.4000,Good,7.5900,Good,    ,,4.8600,Good,    ,,14.4000,Good,    ,,    ,,    ,
29-08-2011 10:13:07,-1.01,    ,,    ,,8674.0000,Good,    ,,    ,,84.6000,Good,8.4000,Good,7.5900,Good,    ,,4.8600,Good,    ,,14.3200,Good,    ,,    ,,    ,
29-08-2011 10:14:23,-1.50,    ,,    ,,8674.0000,Good,    ,,    ,,84.7000,Good,8.4000,Good,7.5900,Good,    ,,4.8600,Good,    ,,14.3900,Good,    ,,    ,,    ,
29-08-2011 10:15:09,-2.00,    ,,    ,,8673.0000,Good,    ,,    ,,84.5000,Good,8.3900,Good,7.5900,Good,    ,,4.8600,Good,    ,,14.3400,Good,    ,,    ,,    ,
29-08-2011 10:15:50,-2.51,    ,,    ,,8674.0000,Good,    ,,    ,,84.4000,Good,8.3800,Good,7.5900,Good,    ,,4.8600,Good,    ,,14.3200,Good,    ,,    ,,    ,
05-09-2011 09:58:00,0.00,-2.9000,Good,30.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,    ,,0.0000,Good
05-09-2011 09:59:18,-0.23,    ,,    ,,5388.0000,Good,    ,,    ,,82.3000,Good,8.1600,Good,7.4400,Good,    ,,2.9300,Good,    ,,14.9300,Good,    ,,    ,,    ,
05-09-2011 10:00:14,-0.55,    ,,    ,,5391.0000,Good,    ,,    ,,81.9000,Good,8.1400,Good,7.4100,Good,    ,,2.9300,Good,    ,,14.8700,Good,    ,,    ,,    ,
05-09-2011 10:01:24,-0.95,    ,,    ,,5393.0000,Good,    ,,    ,,81.8000,Good,8.1300,Good,7.4000,Good,    ,,2.9300,Good,    ,,14.8500,Good,    ,,    ,,    ,
05-09-2011 10:02:10,-1.49,    ,,    ,,5393.0000,Good,    ,,    ,,81.7000,Good,8.1200,Good,7.4000,Good,    ,,2.9300,Good,    ,,14.8600,Good,    ,,    ,,    ,
05-09-2011 10:02:49,-2.01,    ,,    ,,5391.0000,Good,    ,,    ,,81.6000,Good,8.1100,Good,7.4000,Good,    ,,2.9300,Good,    ,,14.8300,Good,    ,,    ,,    ,
05-09-2011 10:03:26,-2.54,    ,,    ,,5391.0000,Good,    ,,    ,,81.5000,Good,8.1000,Good,7.4000,Good,    ,,2.9300,Good,    ,,14.8200,Good,    ,,    ,,    ,
05-09-2011 10:04:21,-2.78,    ,,    ,,5395.0000,Good,    ,,    ,,81.5000,Good,8.1000,Good,7.4000,Good,    ,,2.9300,Good,    ,,14.8200,Good,    ,,    ,,    ,
12-09-2011 09:52:26,-0.22,    ,,    ,,9025.0000,Good,    ,,    ,,91.3000,Good,8.6600,Good,7.6900,Good,    ,,5.0700,Good,    ,,16.4400,Good,    ,,    ,,    ,
12-09-2011 09:52:57,-0.57,    ,,    ,,9023.0000,Good,    ,,    ,,90.9000,Good,8.6300,Good,7.6800,Good,    ,,5.0700,Good,    ,,16.3600,Good,    ,,    ,,    ,
12-09-2011 09:53:00,0.00,-2.8000,Good,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,0.8000,Good,    ,,    ,,0.0000,Good,1.0200,Good
12-09-2011 09:53:31,-1.06,    ,,    ,,9022.0000,Good,    ,,    ,,88.9000,Good,8.5000,Good,7.6500,Good,    ,,5.0700,Good,    ,,16.0700,Good,    ,,    ,,    ,
12-09-2011 09:54:04,-1.57,    ,,    ,,9005.0000,Good,    ,,    ,,87.0000,Good,8.3300,Good,7.6300,Good,    ,,5.0600,Good,    ,,15.9700,Good,    ,,    ,,    ,
12-09-2011 09:54:40,-2.06,    ,,    ,,9004.0000,Good,    ,,    ,,85.6000,Good,8.2200,Good,7.6100,Good,    ,,5.0600,Good,    ,,15.8900,Good,    ,,    ,,    ,
12-09-2011 09:55:23,-2.53,    ,,    ,,8997.0000,Good,    ,,    ,,84.2000,Good,8.0900,Good,7.5900,Good,    ,,5.0600,Good,    ,,15.8100,Good,    ,,    ,,    ,
19-09-2011 09:41:08,-0.22,    ,,    ,,6701.0000,Good,    ,,    ,,80.7000,Good,7.8000,Good,7.4500,Good,    ,,3.6900,Good,    ,,15.9400,Good,    ,,    ,,    ,
19-09-2011 09:41:38,-0.54,    ,,    ,,6701.0000,Good,    ,,    ,,80.2000,Good,7.7600,Good,7.4400,Good,    ,,3.6900,Good,    ,,15.9200,Good,    ,,    ,,    ,
