Date,Depth,Bottom Depth (m),QC,Chlorophyll-a (\mug/L),QC,Chlorophyll-c (\mug/L),QC,Chlorophyll sample volume ((mL)),QC,Cloud Cover (%),QC,Conductivity (\muS/cm),QC,O2 Saturation (%),QC,Oxygen (mg/L),QC,pH (),QC,Phaeophytin a (mg/L),QC,Salinity (psu),QC,Secchi depth (m),QC,Temperature (^{\circ}C),QC,Turbidity (NTU),QC,Wind Direction ((ø)),QC,Wind Speed (m/s),QC
05-03-2013 09:12:48,-1.81,    ,,    ,,    ,,    ,,    ,,29430.0000,Good,44.2000,Good,3.2400,Good,7.2500,Good,    ,,18.1700,Good,    ,,26.0700,Good,7.6000,Good,    ,,    ,
11-03-2013 09:56:27,-0.20,    ,,    ,,    ,,    ,,    ,,27110.0000,Good,51.1000,Good,3.8000,Good,7.3200,Good,    ,,16.6100,Good,    ,,25.6100,Good,4.4000,Good,    ,,    ,
11-03-2013 09:57:00,0.00,-1.7000,Good,    ,,    ,,    ,,90.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.7000,Good,    ,,    ,,    ,,0.0000,Good
11-03-2013 09:57:19,-0.51,    ,,    ,,    ,,    ,,    ,,27270.0000,Good,46.7000,Good,3.4700,Good,7.3000,Good,    ,,16.7100,Good,    ,,25.6600,Good,4.6000,Good,    ,,    ,
11-03-2013 09:58:04,-1.01,    ,,    ,,    ,,    ,,    ,,27690.0000,Good,40.9000,Good,3.0400,Good,7.2800,Good,    ,,17.0000,Good,    ,,25.4900,Good,4.8000,Good,    ,,    ,
11-03-2013 09:58:40,-1.51,    ,,    ,,    ,,    ,,    ,,27930.0000,Good,37.0000,Good,2.7500,Good,7.2500,Good,    ,,17.1600,Good,    ,,25.4700,Good,4.7000,Good,    ,,    ,
18-03-2013 09:13:57,-0.22,    ,,    ,,    ,,    ,,    ,,25990.0000,Good,58.9000,Good,4.5100,Good,7.4300,Good,    ,,15.8800,Good,    ,,24.1300,Good,11.1000,Good,    ,,    ,
18-03-2013 09:15:00,0.00,-1.8000,Good,    ,,    ,,    ,,5.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.7000,Good,    ,,    ,,90.0000,Good,1.0200,Good
18-03-2013 09:15:43,-0.51,    ,,    ,,    ,,    ,,    ,,26180.0000,Good,57.4000,Good,4.4000,Good,7.4200,Good,    ,,16.0100,Good,    ,,24.2000,Good,12.8000,Good,    ,,    ,
18-03-2013 09:18:05,-1.01,    ,,    ,,    ,,    ,,    ,,27820.0000,Good,44.6000,Good,3.3800,Good,7.3400,Good,    ,,17.1000,Good,    ,,24.4000,Good,12.0000,Good,    ,,    ,
18-03-2013 09:20:22,-1.72,    ,,    ,,    ,,    ,,    ,,28710.0000,Good,38.2000,Good,2.8800,Good,7.3100,Good,    ,,17.7000,Good,    ,,24.5400,Good,16.2000,Good,    ,,    ,
25-03-2013 09:21:32,-0.20,    ,,    ,,    ,,    ,,    ,,27520.0000,Good,62.4000,Good,4.8500,Good,7.4500,Good,    ,,16.9200,Good,    ,,23.1000,Good,7.1000,Good,    ,,    ,
25-03-2013 09:24:32,-0.50,    ,,    ,,    ,,    ,,    ,,27520.0000,Good,61.8000,Good,4.8000,Good,7.4700,Good,    ,,16.9200,Good,    ,,23.1200,Good,7.1000,Good,    ,,    ,
25-03-2013 09:26:00,-1.00,    ,,    ,,    ,,    ,,    ,,27590.0000,Good,62.0000,Good,4.8100,Good,7.4700,Good,    ,,16.9700,Good,    ,,23.1000,Good,7.8000,Good,    ,,    ,
25-03-2013 09:27:52,-1.50,    ,,    ,,    ,,    ,,    ,,27610.0000,Good,61.4000,Good,4.7700,Good,7.4700,Good,    ,,16.9800,Good,    ,,23.0700,Good,7.6000,Good,    ,,    ,
25-03-2013 09:30:17,-1.59,    ,,    ,,    ,,    ,,    ,,27650.0000,Good,61.5000,Good,4.7800,Good,7.4700,Good,    ,,17.0100,Good,    ,,23.0700,Good,7.5000,Good,    ,,    ,
02-04-2013 09:22:00,0.00,-2.2000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.8000,Good,    ,,    ,,90.0000,Good,0.5100,Good
02-04-2013 09:22:08,-0.21,    ,,    ,,    ,,    ,,    ,,22160.0000,Good,51.3000,Good,4.1300,Good,7.4500,Good,    ,,13.3600,Good,    ,,22.2100,Good,5.3000,Good,    ,,    ,
02-04-2013 09:22:55,-0.51,    ,,    ,,    ,,    ,,    ,,22230.0000,Good,49.2000,Good,3.9700,Good,7.4700,Good,    ,,13.4100,Good,    ,,22.1200,Good,5.4000,Good,    ,,    ,
02-04-2013 09:23:30,-1.01,    ,,    ,,    ,,    ,,    ,,22240.0000,Good,49.0000,Good,3.9500,Good,7.4700,Good,    ,,13.4100,Good,    ,,22.1600,Good,5.3000,Good,    ,,    ,
02-04-2013 09:24:12,-1.52,    ,,    ,,    ,,    ,,    ,,22910.0000,Good,42.0000,Good,3.3600,Good,7.4300,Good,    ,,13.8500,Good,    ,,22.3900,Good,5.7000,Good,    ,,    ,
02-04-2013 09:25:01,-2.00,    ,,    ,,    ,,    ,,    ,,23650.0000,Good,34.3000,Good,2.7200,Good,7.3900,Good,    ,,14.3400,Good,    ,,22.7900,Good,6.4000,Good,    ,,    ,
08-04-2013 09:00:08,-0.22,    ,,    ,,    ,,    ,,    ,,25130.0000,Good,60.0000,Good,4.6700,Good,7.3500,Good,    ,,15.3100,Good,    ,,23.4800,Good,4.5000,Good,    ,,    ,
08-04-2013 09:01:00,0.00,-2.1000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.5000,Good,    ,,    ,,    ,,0.0000,Good
08-04-2013 09:01:05,-0.52,    ,,    ,,    ,,    ,,    ,,25460.0000,Good,57.3000,Good,4.4500,Good,7.3600,Good,    ,,15.5300,Good,    ,,23.5400,Good,4.9000,Good,    ,,    ,
08-04-2013 09:02:22,-1.01,    ,,    ,,    ,,    ,,    ,,26710.0000,Good,46.4000,Good,3.5800,Good,7.2800,Good,    ,,16.3700,Good,    ,,23.6900,Good,5.3000,Good,    ,,    ,
08-04-2013 09:03:23,-1.59,    ,,    ,,    ,,    ,,    ,,28240.0000,Good,30.5000,Good,2.3200,Good,7.1900,Good,    ,,17.4000,Good,    ,,23.9000,Good,5.2000,Good,    ,,    ,
08-04-2013 09:04:14,-2.05,    ,,    ,,    ,,    ,,    ,,28400.0000,Good,28.8000,Good,2.2000,Good,7.1800,Good,    ,,17.5100,Good,    ,,23.9000,Good,5.4000,Good,    ,,    ,
15-04-2013 08:56:58,-0.21,    ,,    ,,    ,,    ,,    ,,22070.0000,Good,56.7000,Good,4.4500,Good,7.4100,Good,    ,,13.2900,Good,    ,,23.6200,Good,4.0000,Good,    ,,    ,
15-04-2013 08:57:00,0.00,-2.3000,Good,    ,,    ,,    ,,30.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.5000,Good,    ,,    ,,    ,,0.0000,Good
15-04-2013 08:57:58,-0.50,    ,,    ,,    ,,    ,,    ,,22870.0000,Good,47.4000,Good,3.7000,Good,7.3600,Good,    ,,13.8100,Good,    ,,23.7900,Good,4.4000,Good,    ,,    ,
15-04-2013 08:58:40,-1.03,    ,,    ,,    ,,    ,,    ,,28100.0000,Good,26.0000,Good,1.9800,Good,7.2000,Good,    ,,17.3000,Good,    ,,24.1400,Good,5.0000,Good,    ,,    ,
15-04-2013 08:59:19,-1.51,    ,,    ,,    ,,    ,,    ,,31200.0000,Good,18.7000,Good,1.4100,Good,7.1300,Good,    ,,19.4100,Good,    ,,24.2400,Good,5.1000,Good,    ,,    ,
15-04-2013 09:00:12,-1.81,    ,,    ,,    ,,    ,,    ,,31230.0000,Good,16.9000,Good,1.2700,Good,7.1100,Good,    ,,19.4300,Good,    ,,24.2400,Good,5.3000,Good,    ,,    ,
15-04-2013 09:00:39,-2.10,    ,,    ,,    ,,    ,,    ,,31300.0000,Good,16.6000,Good,1.2500,Good,7.1100,Good,    ,,19.4700,Good,    ,,24.2500,Good,5.2000,Good,    ,,    ,
22-04-2013 09:26:39,-0.22,    ,,    ,,    ,,    ,,    ,,25050.0000,Good,74.4000,Good,6.0200,Good,7.4300,Good,    ,,15.2800,Good,    ,,21.3800,Good,4.7000,Good,    ,,    ,
22-04-2013 09:27:00,0.00,-2.2000,Good,    ,,    ,,    ,,80.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,    ,,0.0000,Good
22-04-2013 09:27:23,-0.53,    ,,    ,,    ,,    ,,    ,,25430.0000,Good,71.1000,Good,5.7400,Good,7.4100,Good,    ,,15.5400,Good,    ,,21.4600,Good,4.8000,Good,    ,,    ,
22-04-2013 09:28:12,-1.04,    ,,    ,,    ,,    ,,    ,,29130.0000,Good,52.2000,Good,4.0700,Good,7.2500,Good,    ,,18.0200,Good,    ,,22.5000,Good,5.2000,Good,    ,,    ,
22-04-2013 09:28:58,-1.55,    ,,    ,,    ,,    ,,    ,,32940.0000,Good,27.7000,Good,2.0900,Good,7.1000,Good,    ,,20.6100,Good,    ,,23.6900,Good,5.6000,Good,    ,,    ,
22-04-2013 09:30:01,-2.08,    ,,    ,,    ,,    ,,    ,,34030.0000,Good,19.1000,Good,1.4200,Good,7.0400,Good,    ,,21.3600,Good,    ,,23.9900,Good,5.8000,Good,    ,,    ,
29-04-2013 09:20:06,-0.21,    ,,    ,,    ,,    ,,    ,,28490.0000,Good,50.2000,Good,4.0100,Good,7.2400,Good,    ,,17.5900,Good,    ,,21.2800,Good,3.4000,Good,    ,,    ,
29-04-2013 09:21:00,0.00,-2.2000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,1.4000,Good,    ,,    ,,135.0000,Good,0.5100,Good
29-04-2013 09:21:11,-0.50,    ,,    ,,    ,,    ,,    ,,28630.0000,Good,47.5000,Good,3.8000,Good,7.2800,Good,    ,,17.6900,Good,    ,,21.2600,Good,4.5000,Good,    ,,    ,
29-04-2013 09:21:42,-1.02,    ,,    ,,    ,,    ,,    ,,28800.0000,Good,47.1000,Good,3.7700,Good,7.2800,Good,    ,,17.8100,Good,    ,,21.2000,Good,3.8000,Good,    ,,    ,
29-04-2013 09:22:18,-1.50,    ,,    ,,    ,,    ,,    ,,28840.0000,Good,47.1000,Good,3.7700,Good,7.2800,Good,    ,,17.8300,Good,    ,,21.1900,Good,4.0000,Good,    ,,    ,
29-04-2013 09:22:44,-2.01,    ,,    ,,    ,,    ,,    ,,28900.0000,Good,46.7000,Good,3.7300,Good,7.2800,Good,    ,,17.8800,Good,    ,,21.1900,Good,4.8000,Good,    ,,    ,
06-05-2013 09:07:45,-0.23,    ,,    ,,    ,,    ,,    ,,26300.0000,Good,63.3000,Good,5.2800,Good,7.3800,Good,    ,,16.1400,Good,    ,,19.5400,Good,1.2000,Good,    ,,    ,
06-05-2013 09:08:00,0.00,-2.1000,Good,    ,,    ,,    ,,100.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.6000,Good,    ,,    ,,    ,,0.0000,Good
06-05-2013 09:08:26,-0.51,    ,,    ,,    ,,    ,,    ,,26410.0000,Good,59.9000,Good,4.9800,Good,7.3600,Good,    ,,16.2100,Good,    ,,19.6800,Good,1.7000,Good,    ,,    ,
06-05-2013 09:09:40,-1.09,    ,,    ,,    ,,    ,,    ,,31480.0000,Good,39.0000,Good,3.0800,Good,7.1600,Good,    ,,19.6300,Good,    ,,21.3600,Good,2.4000,Good,    ,,    ,
06-05-2013 09:10:20,-1.52,    ,,    ,,    ,,    ,,    ,,34020.0000,Good,32.1000,Good,2.4900,Good,7.1000,Good,    ,,21.3800,Good,    ,,21.7800,Good,2.6000,Good,    ,,    ,
06-05-2013 09:11:09,-2.03,    ,,    ,,    ,,    ,,    ,,34490.0000,Good,27.7000,Good,2.1400,Good,7.0900,Good,    ,,21.7100,Good,    ,,21.8700,Good,3.2000,Good,    ,,    ,
13-05-2013 09:11:00,0.00,-1.9000,Good,    ,,    ,,    ,,2.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.9000,Good,    ,,    ,,    ,,0.0000,Good
13-05-2013 09:11:03,-0.20,    ,,    ,,    ,,    ,,    ,,16960.0000,Good,70.7000,Good,6.4000,Good,7.4600,Good,    ,,10.0200,Good,    ,,17.2100,Good,1.9000,Good,    ,,    ,
13-05-2013 09:11:59,-0.51,    ,,    ,,    ,,    ,,    ,,17200.0000,Good,57.7000,Good,5.2200,Good,7.4300,Good,    ,,10.1700,Good,    ,,17.3100,Good,1.9000,Good,    ,,    ,
13-05-2013 09:12:36,-1.02,    ,,    ,,    ,,    ,,    ,,19470.0000,Good,51.3000,Good,4.5300,Good,7.3200,Good,    ,,11.6300,Good,    ,,17.9900,Good,1.9000,Good,    ,,    ,
13-05-2013 09:13:00,-1.52,    ,,    ,,    ,,    ,,    ,,24240.0000,Good,38.9000,Good,3.2700,Good,7.1800,Good,    ,,14.7600,Good,    ,,19.4800,Good,2.2000,Good,    ,,    ,
13-05-2013 09:14:14,-1.73,    ,,    ,,    ,,    ,,    ,,24940.0000,Good,28.0000,Good,2.3400,Good,7.1700,Good,    ,,15.2200,Good,    ,,19.6000,Good,2.2000,Good,    ,,    ,
20-05-2013 09:13:58,-0.21,    ,,    ,,    ,,    ,,    ,,17110.0000,Good,84.7000,Good,7.8000,Good,7.5800,Good,    ,,10.1100,Good,    ,,16.4100,Good,1.5000,Good,    ,,    ,
20-05-2013 09:14:54,-0.51,    ,,    ,,    ,,    ,,    ,,17500.0000,Good,79.8000,Good,7.3200,Good,7.5400,Good,    ,,10.3600,Good,    ,,16.5100,Good,1.6000,Good,    ,,    ,
20-05-2013 09:15:00,0.00,-2.3000,Good,    ,,    ,,    ,,70.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.3000,Good,    ,,    ,,    ,,0.0000,Good
20-05-2013 09:15:53,-1.01,    ,,    ,,    ,,    ,,    ,,25530.0000,Good,65.8000,Good,5.6000,Good,7.1800,Good,    ,,15.6200,Good,    ,,18.7100,Good,1.9000,Good,    ,,    ,
20-05-2013 09:16:26,-1.49,    ,,    ,,    ,,    ,,    ,,31550.0000,Good,40.1000,Good,3.2600,Good,7.0300,Good,    ,,19.6900,Good,    ,,19.7700,Good,1.9000,Good,    ,,    ,
20-05-2013 09:16:55,-1.98,    ,,    ,,    ,,    ,,    ,,32330.0000,Good,28.9000,Good,2.3400,Good,6.9900,Good,    ,,20.2300,Good,    ,,19.9900,Good,2.2000,Good,    ,,    ,
20-05-2013 09:18:02,-2.10,    ,,    ,,    ,,    ,,    ,,32370.0000,Good,23.5000,Good,1.8900,Good,6.9900,Good,    ,,20.2500,Good,    ,,20.0100,Good,2.5000,Good,    ,,    ,
27-05-2013 09:03:56,-0.20,    ,,    ,,    ,,    ,,    ,,20540.0000,Good,73.7000,Good,6.9200,Good,7.6800,Good,    ,,12.3200,Good,    ,,14.8000,Good,3.1000,Good,    ,,    ,
27-05-2013 09:05:00,0.00,-2.2000,Good,    ,,    ,,    ,,15.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.3000,Good,    ,,    ,,    ,,0.0000,Good
27-05-2013 09:05:02,-0.50,    ,,    ,,    ,,    ,,    ,,23110.0000,Good,63.0000,Good,5.7400,Good,7.5000,Good,    ,,14.0200,Good,    ,,15.7600,Good,2.8000,Good,    ,,    ,
27-05-2013 09:05:30,-1.02,    ,,    ,,    ,,    ,,    ,,25630.0000,Good,56.1000,Good,4.9600,Good,7.3600,Good,    ,,15.6900,Good,    ,,16.7700,Good,3.0000,Good,    ,,    ,
27-05-2013 09:06:24,-1.49,    ,,    ,,    ,,    ,,    ,,29260.0000,Good,35.7000,Good,3.0400,Good,7.1700,Good,    ,,18.1400,Good,    ,,17.8400,Good,3.2000,Good,    ,,    ,
27-05-2013 09:06:58,-2.00,    ,,    ,,    ,,    ,,    ,,30410.0000,Good,31.5000,Good,2.6600,Good,7.1400,Good,    ,,18.9200,Good,    ,,18.0700,Good,4.1000,Good,    ,,    ,
04-06-2013 09:17:12,-0.21,    ,,    ,,    ,,    ,,    ,,18990.0000,Good,68.0000,Good,6.6100,Good,6.7100,Good,    ,,11.3200,Good,    ,,13.4800,Good,    ,,    ,,    ,
04-06-2013 09:18:00,0.00,-2.3000,Good,    ,,    ,,    ,,15.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,2.0000,Good,    ,,    ,,    ,,0.0000,Good
04-06-2013 09:18:14,-0.55,    ,,    ,,    ,,    ,,    ,,19000.0000,Good,62.1000,Good,6.0400,Good,6.8700,Good,    ,,11.3200,Good,    ,,13.4700,Good,    ,,    ,,    ,
04-06-2013 09:19:24,-1.05,    ,,    ,,    ,,    ,,    ,,19380.0000,Good,57.8000,Good,5.5700,Good,6.9700,Good,    ,,11.5700,Good,    ,,13.8700,Good,    ,,    ,,    ,
04-06-2013 09:20:36,-1.52,    ,,    ,,    ,,    ,,    ,,25750.0000,Good,19.9000,Good,1.7500,Good,6.8600,Good,    ,,15.7700,Good,    ,,16.9600,Good,    ,,    ,,    ,
04-06-2013 09:21:22,-2.05,    ,,    ,,    ,,    ,,    ,,27240.0000,Good,14.8000,Good,1.2900,Good,6.8800,Good,    ,,16.7700,Good,    ,,17.3300,Good,    ,,    ,,    ,
04-06-2013 09:21:43,-2.16,    ,,    ,,    ,,    ,,    ,,27240.0000,Good,13.9000,Good,1.2100,Good,6.9100,Good,    ,,16.7800,Good,    ,,17.3200,Good,    ,,    ,,    ,
10-06-2013 08:57:45,-0.19,    ,,    ,,    ,,    ,,    ,,22330.0000,Good,74.3000,Good,6.9000,Good,7.4800,Good,    ,,13.5000,Good,    ,,14.9300,Good,4.1000,Good,    ,,    ,
10-06-2013 08:58:00,0.00,-2.2000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,2.2000,Good,    ,,    ,,    ,,0.0000,Good
10-06-2013 08:58:34,-0.50,    ,,    ,,    ,,    ,,    ,,22390.0000,Good,61.5000,Good,5.7100,Good,7.4400,Good,    ,,13.5400,Good,    ,,14.9600,Good,1.1000,Good,    ,,    ,
10-06-2013 08:59:04,-1.04,    ,,    ,,    ,,    ,,    ,,22430.0000,Good,59.7000,Good,5.5400,Good,7.4300,Good,    ,,13.5700,Good,    ,,14.9700,Good,1.1000,Good,    ,,    ,
10-06-2013 08:59:43,-1.49,    ,,    ,,    ,,    ,,    ,,22690.0000,Good,57.0000,Good,5.2800,Good,7.4000,Good,    ,,13.7400,Good,    ,,15.0900,Good,1.2000,Good,    ,,    ,
10-06-2013 09:00:33,-2.00,    ,,    ,,    ,,    ,,    ,,23110.0000,Good,52.4000,Good,4.8200,Good,7.3400,Good,    ,,14.0200,Good,    ,,15.3000,Good,2.0000,Good,    ,,    ,
17-06-2013 09:19:51,-0.23,    ,,    ,,    ,,    ,,    ,,19990.0000,Good,67.1000,Good,6.5300,Good,7.5100,Good,    ,,11.9600,Good,    ,,13.2200,Good,5.6000,Good,    ,,    ,
17-06-2013 09:20:00,0.00,-2.2000,Good,    ,,    ,,    ,,75.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,2.0000,Good,    ,,    ,,    ,,0.0000,Good
17-06-2013 09:20:35,-0.51,    ,,    ,,    ,,    ,,    ,,20100.0000,Good,64.5000,Good,6.2600,Good,7.5100,Good,    ,,12.0300,Good,    ,,13.3200,Good,5.6000,Good,    ,,    ,
17-06-2013 09:21:33,-1.01,    ,,    ,,    ,,    ,,    ,,24920.0000,Good,46.7000,Good,4.2900,Good,7.3000,Good,    ,,15.2200,Good,    ,,14.9900,Good,5.3000,Good,    ,,    ,
17-06-2013 09:22:35,-1.52,    ,,    ,,    ,,    ,,    ,,32600.0000,Good,24.7000,Good,2.1100,Good,7.1100,Good,    ,,20.4300,Good,    ,,17.0100,Good,5.0000,Good,    ,,    ,
17-06-2013 09:23:06,-2.01,    ,,    ,,    ,,    ,,    ,,33290.0000,Good,21.9000,Good,1.8600,Good,7.0800,Good,    ,,20.9000,Good,    ,,17.2000,Good,7.0000,Good,    ,,    ,
17-06-2013 09:23:26,-2.10,    ,,    ,,    ,,    ,,    ,,33450.0000,Good,20.8000,Good,1.7600,Good,7.0700,Good,    ,,21.0100,Good,    ,,17.2400,Good,6.7000,Good,    ,,    ,
24-06-2013 08:55:23,-0.21,    ,,    ,,    ,,    ,,    ,,25100.0000,Good,69.2000,Good,6.5100,Good,7.5300,Good,    ,,15.3300,Good,    ,,13.8300,Good,5.5000,Good,    ,,    ,
24-06-2013 08:56:00,0.00,-2.3000,Good,    ,,    ,,    ,,70.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,2.2000,Good,    ,,    ,,    ,,0.0000,Good
24-06-2013 08:56:07,-0.51,    ,,    ,,    ,,    ,,    ,,25380.0000,Good,56.6000,Good,5.3000,Good,7.4500,Good,    ,,15.5100,Good,    ,,13.9900,Good,5.3000,Good,    ,,    ,
24-06-2013 08:56:39,-1.01,    ,,    ,,    ,,    ,,    ,,27560.0000,Good,47.3000,Good,4.3000,Good,7.3500,Good,    ,,16.9800,Good,    ,,14.9400,Good,5.6000,Good,    ,,    ,
24-06-2013 08:57:31,-1.50,    ,,    ,,    ,,    ,,    ,,30360.0000,Good,31.0000,Good,2.7400,Good,7.2600,Good,    ,,18.8900,Good,    ,,15.8300,Good,5.6000,Good,    ,,    ,
24-06-2013 08:58:41,-1.80,    ,,    ,,    ,,    ,,    ,,31420.0000,Good,22.5000,Good,1.9600,Good,7.2100,Good,    ,,19.6100,Good,    ,,16.1100,Good,5.7000,Good,    ,,    ,
24-06-2013 08:59:05,-2.10,    ,,    ,,    ,,    ,,    ,,31620.0000,Good,21.9000,Good,1.9100,Good,7.2000,Good,    ,,19.7500,Good,    ,,16.1800,Good,5.6000,Good,    ,,    ,
01-07-2013 09:24:38,-0.29,    ,,    ,,    ,,    ,,    ,,22950.0000,Good,63.1000,Good,6.2500,Good,7.4800,Good,    ,,13.8800,Good,    ,,11.8800,Good,3.1000,Good,    ,,    ,
01-07-2013 09:25:00,0.00,-2.1000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,,    ,
01-07-2013 09:25:15,-0.51,    ,,    ,,    ,,    ,,    ,,23430.0000,Good,61.0000,Good,5.9200,Good,7.4500,Good,    ,,14.2100,Good,    ,,12.6700,Good,3.1000,Good,    ,,    ,
01-07-2013 09:25:50,-1.02,    ,,    ,,    ,,    ,,    ,,25650.0000,Good,51.3000,Good,4.8000,Good,7.3400,Good,    ,,15.6900,Good,    ,,14.0400,Good,3.0000,Good,    ,,    ,
01-07-2013 09:26:36,-1.56,    ,,    ,,    ,,    ,,    ,,31630.0000,Good,25.3000,Good,2.2000,Good,7.1700,Good,    ,,19.7600,Good,    ,,16.2600,Good,2.9000,Good,    ,,    ,
01-07-2013 09:27:11,-2.06,    ,,    ,,    ,,    ,,    ,,32260.0000,Good,18.6000,Good,1.6100,Good,7.1400,Good,    ,,20.1900,Good,    ,,16.4900,Good,3.3000,Good,    ,,    ,
08-07-2013 08:50:04,-0.21,    ,,    ,,    ,,    ,,    ,,25260.0000,Good,68.1000,Good,6.6300,Good,7.4700,Good,    ,,15.4100,Good,    ,,12.2100,Good,5.7000,Good,    ,,    ,
08-07-2013 08:51:00,0.00,-2.0000,Good,    ,,    ,,    ,,0.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,1.2000,Good,    ,,    ,,    ,,0.0000,Good
08-07-2013 08:51:03,-0.50,    ,,    ,,    ,,    ,,    ,,25360.0000,Good,64.5000,Good,6.2800,Good,7.4900,Good,    ,,15.4800,Good,    ,,12.1700,Good,5.4000,Good,    ,,    ,
08-07-2013 08:51:33,-1.00,    ,,    ,,    ,,    ,,    ,,26830.0000,Good,58.0000,Good,5.4800,Good,7.4000,Good,    ,,16.4800,Good,    ,,13.3000,Good,5.0000,Good,    ,,    ,
08-07-2013 08:52:15,-1.50,    ,,    ,,    ,,    ,,    ,,27860.0000,Good,45.7000,Good,4.2400,Good,7.3400,Good,    ,,17.1800,Good,    ,,13.9400,Good,5.4000,Good,    ,,    ,
08-07-2013 08:52:55,-1.80,    ,,    ,,    ,,    ,,    ,,27940.0000,Good,40.8000,Good,3.7800,Good,7.3200,Good,    ,,17.2300,Good,    ,,13.9900,Good,6.6000,Good,    ,,    ,
15-07-2013 09:05:38,-0.20,    ,,    ,,    ,,    ,,    ,,18540.0000,Good,83.5000,Good,8.2300,Good,7.6500,Good,    ,,11.0200,Good,    ,,12.9100,Good,2.7000,Good,    ,,    ,
15-07-2013 09:06:00,0.00,-2.2000,Good,    ,,    ,,    ,,95.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,2.0000,Good,    ,,    ,,0.0000,Good,0.5100,Good
15-07-2013 09:06:41,-0.53,    ,,    ,,    ,,    ,,    ,,18610.0000,Good,77.7000,Good,7.6600,Good,7.6000,Good,    ,,11.0600,Good,    ,,12.9000,Good,2.7000,Good,    ,,    ,
15-07-2013 09:07:41,-1.01,    ,,    ,,    ,,    ,,    ,,18660.0000,Good,72.2000,Good,7.0900,Good,7.5700,Good,    ,,11.1000,Good,    ,,13.0500,Good,2.7000,Good,    ,,    ,
15-07-2013 09:08:47,-1.51,    ,,    ,,    ,,    ,,    ,,26880.0000,Good,36.2000,Good,3.3300,Good,7.2500,Good,    ,,16.5300,Good,    ,,14.6000,Good,2.3000,Good,    ,,    ,
15-07-2013 09:10:05,-2.02,    ,,    ,,    ,,    ,,    ,,28990.0000,Good,23.8000,Good,2.1500,Good,7.1800,Good,    ,,17.9500,Good,    ,,14.9700,Good,2.5000,Good,    ,,    ,
22-07-2013 09:17:59,-0.21,    ,,    ,,    ,,    ,,    ,,22840.0000,Good,91.0000,Good,9.4000,Good,8.1000,Good,    ,,13.7800,Good,    ,,10.0100,Good,7.5000,Good,    ,,    ,
22-07-2013 09:18:00,0.00,-2.1000,Good,    ,,    ,,    ,,20.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,0.7000,Good,    ,,    ,,45.0000,Good,1.0200,Good
22-07-2013 09:18:53,-0.52,    ,,    ,,    ,,    ,,    ,,22830.0000,Good,91.5000,Good,9.4600,Good,8.0900,Good,    ,,13.7700,Good,    ,,10.0100,Good,7.0000,Good,    ,,    ,
22-07-2013 09:19:27,-1.02,    ,,    ,,    ,,    ,,    ,,22840.0000,Good,91.4000,Good,9.4400,Good,8.0800,Good,    ,,13.7700,Good,    ,,10.0100,Good,7.1000,Good,    ,,    ,
22-07-2013 09:19:51,-1.52,    ,,    ,,    ,,    ,,    ,,22860.0000,Good,90.5000,Good,9.3500,Good,8.0700,Good,    ,,13.7900,Good,    ,,10.0200,Good,7.1000,Good,    ,,    ,
22-07-2013 09:20:42,-1.91,    ,,    ,,    ,,    ,,    ,,22910.0000,Good,89.2000,Good,9.2000,Good,8.0500,Good,    ,,13.8200,Good,    ,,10.0500,Good,7.2000,Good,    ,,    ,
29-07-2013 09:37:50,-0.22,    ,,    ,,    ,,    ,,    ,,9472.0000,Good,83.4000,Good,8.5000,Good,7.5500,Good,    ,,5.3400,Good,    ,,13.0000,Good,15.9000,Good,    ,,    ,
29-07-2013 09:38:00,0.00,-1.9000,Good,    ,,    ,,    ,,90.0000,Good,    ,,    ,,    ,,    ,,    ,,    ,,0.6000,Good,    ,,    ,,    ,,0.0000,Good
29-07-2013 09:38:24,-0.51,    ,,    ,,    ,,    ,,    ,,9468.0000,Good,81.8000,Good,8.3300,Good,7.5300,Good,    ,,5.3400,Good,    ,,13.0000,Good,17.4000,Good,    ,,    ,
