"Site Ref","Program Site Ref","Collect Time","Collect Date","Collect Month","Collect Year","Program Code","Sample Number","Sample Type","Sampling Number","Primary CoC Number","Collection Method","Data Category","Depth measuring point","Sample Depth(s) (m)","Sample Depth (m)","Sample Depth To (m)","Comments","Security Level","Salin Sign","Salinity (ppt)","Salin Qual | Status","Cond Sign","Cond @ 25 deg C (uS/cm)","Cond Qual | Status","Temp Sign","Temperature (deg C)","Temp Qual | Status","DOconc Sign","O2-{DO conc} (mg/L)","DOconc Qual | Status","DO% Sign","O2-{DO %sat} (%)","DO% Qual | Status","pH Sign","pH (no units)","pH Qual | Status","Turb Sign","Turbidity (NTU)","Turb Qual | Status","Secchi Sign","Secchi depth (m)","Secchi Qual | Status","BotDep Sign","Bottom Depth (m)","BotDep Qual | Status","TN Sign","N (tot) {TN pTN} (ug/L)","TN Qual | Status","NOx-N Sign","N (sum sol ox) {NOx-N TON} (ug/L)","NOx-N Qual | Status","NH3/4-N Sign","NH3-N/NH4-N (sol) (ug/L)","NH3/4-N Qual | Status","DON Sign","N (sum sol org) {DON} (ug/L)","DON Qual | Status","TKN Sign","N (tot kjel) {TKN} (ug/L)","TKN Qual | Status","NO2-N Sign","NO2-N (sol) (ug/L)","NO2-N Qual | Status","NO3-N Sign","NO3-N (sol) (ug/L)","NO3-N Qual | Status","TP Sign","P (tot) {TP pTP} (ug/L)","TP Qual | Status","FRP Sign","PO4-P (sol react) {SRP FRP} (ug/L)","FRP Qual | Status","AlkTot Sign","Alkalinity (tot) (CaCO3) (ug/L)","AlkTot Qual | Status","DOC Sign","C (sol org) {DOC DOC as NPOC} (ug/L)","DOC Qual | Status","SiO2 Sign","SiO2 (sol react) (ug/L)","SiO2 Qual | Status","SiO2-Si Sign","SiO2-Si (sol react) (ug/L)","SiO2-Si Qual | Status","TSS Sign","Suspended Solids (Total) {TSS} (mg/L)","TSS Qual | Status","Chla(Lab) Sign","Chlorophyll a (by vol) (mg/L)","Chla(Lab) Qual | Status","Chlb(Lab) Sign","Chlorophyll b (by vol) (mg/L)","Chlb(Lab) Qual | Status","Chlc(Lab) Sign","Chlorophyll c (by vol) (mg/L)","Chlc(Lab) Qual | Status","ChlSmplVol Sign","Chlorophyll sample volume (mL)","ChlSmplVol Qual | Status","PhaeoA Sign","Phaeophytin a (by vol) (mg/L)","PhaeoA Qual | Status","Chl ug/L Sign","Chlorophyll a (in situ) (ug/L)","Chl ug/L Qual | Status","Chl RFU Sign","Chlorophyll a (in situ) (RFU)","Chl RFU Qual | Status","BGA-PC ug/L Sign","Phycocyanin (insitu) {BGA-PC} (ug/L)","BGA-PC ug/L Qual | Status","BGA-PC RFU Sign","Phycocyanin (insitu) {BGA-PC} (RFU)","BGA-PC RFU Qual | Status","Null reading","Cloud Sign","Cloud cover (%)","Cloud Qual | Status","Flow status","Tide status","WL SLE Sign","Water level (SLE) (m)","WL SLE Qual | Status","Wind Dir Sign","Wind direction (°)","Wind Dir Qual | Status","Wind Spd Sign","Wind speed (knot)","Wind Spd Qual | Status"
"6160119","REG","10:17:54 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Bottom)","501966-LOG-0109","501966","Insitu","Instrument log","Water surface level","2.2","2.2","","","Unrestricted","","22.8","Good | Active","","36150","Good | Active","","25.66","Good | Active","","7.57","Good | Active","","105.5","Good | Active","","7.48","Good | Active","","3.34","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.02","Uncalibrated | Deactivated","","42.63","Uncalibrated | Deactivated","","3.93","Good | Deactivated","","3.99","Good | Deactivated","","","","","","","","","","","","","","",""
"6160119","REG","10:18:29 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0110","501966","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","22.77","Good | Active","","36100","Good | Active","","25.633","Good | Active","","7.86","Good | Active","","109.5","Good | Active","","7.5","Good | Active","","3.49","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189.66","Uncalibrated | Deactivated","","47","Uncalibrated | Deactivated","","4.31","Good | Deactivated","","4.37","Good | Deactivated","","","","","","","","","","","","","","",""
"6160119","REG","10:18:46 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0111","501966","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","22.28","Good | Active","","35408","Good | Active","","25.654","Good | Active","","8.58","Good | Active","","119.3","Good | Active","","7.61","Good | Active","","3.35","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.12","Uncalibrated | Deactivated","","34.48","Uncalibrated | Deactivated","","3.71","Good | Deactivated","","3.77","Good | Deactivated","","","","","","","","","","","","","","",""
"6160119","REG","10:19:00 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0112","501966","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","21.97","Good | Active","","34966","Good | Active","","25.734","Good | Active","","8.82","Good | Active","","122.5","Good | Active","","7.64","Good | Active","","2.71","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.64","Uncalibrated | Deactivated","","15.27","Uncalibrated | Deactivated","","1.91","Good | Deactivated","","1.97","Good | Deactivated","","","","","","","","","","","","","","",""
"6160119","REG","10:19:19 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501966-LOG-0113","501966","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","21.73","Good | Active","","34613","Good | Active","","25.863","Good | Active","","8.54","Good | Active","","118.7","Good | Active","","7.62","Good | Active","","2.67","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.63","Uncalibrated | Deactivated","","11.55","Uncalibrated | Deactivated","","1.34","Good | Deactivated","","1.39","Good | Deactivated","","","","","","","","","","","","","","",""
"6160119","REG","10:19:52 AM","5/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501966-LOG-0114","501966","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","21.7","Good | Active","","34568","Good | Active","","25.898","Good | Active","","8.41","Good | Active","","116.9","Good | Active","","7.62","Good | Active","","2.64","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.94","Uncalibrated | Deactivated","","7.67","Uncalibrated | Deactivated","","1.13","Good | Deactivated","","1.19","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:38:16 AM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501956-LOG-0250","501956","Insitu","Instrument log","Water surface level","2.3","2.3","","","Unrestricted","","0.45","Good | Active","","916","Good | Active","","24.253","Good | Active","","8.55","Good | Active","","102.3","Good | Active","","7.78","Good | Active","","31.91","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.34","Uncalibrated | Deactivated","","3.3","Uncalibrated | Deactivated","","0.82","Good | Deactivated","","0.88","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:38:38 AM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Bottom)","501956-LOG-0251","501956","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","0.45","Good | Active","","914","Good | Active","","24.265","Good | Active","","8.77","Good | Active","","105","Good | Active","","7.75","Good | Active","","8.84","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.47","Uncalibrated | Deactivated","","3.58","Uncalibrated | Deactivated","","0.5","Good | Deactivated","","0.56","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:39:38 AM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0252","501956","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","0.45","Good | Active","","913","Good | Active","","24.349","Good | Active","","8.87","Good | Active","","106.3","Good | Active","","7.67","Good | Active","","6.96","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","Uncalibrated | Deactivated","","4.41","Uncalibrated | Deactivated","","0.49","Good | Deactivated","","0.55","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:39:50 AM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0253","501956","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","0.45","Good | Active","","913","Good | Active","","24.427","Good | Active","","8.91","Good | Active","","106.9","Good | Active","","7.66","Good | Active","","4.95","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.28","Uncalibrated | Deactivated","","3.53","Uncalibrated | Deactivated","","0.48","Good | Deactivated","","0.54","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:40:06 AM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501956-LOG-0254","501956","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","0.45","Good | Active","","913","Good | Active","","24.581","Good | Active","","9.12","Good | Active","","109.8","Good | Active","","7.66","Good | Active","","4.24","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.62","Uncalibrated | Deactivated","","3.12","Uncalibrated | Deactivated","","0.39","Good | Deactivated","","0.45","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:40:32 AM","27/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501956-LOG-0255","501956","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","0.45","Good | Active","","913","Good | Active","","24.724","Good | Active","","9.28","Good | Active","","112","Good | Active","","7.65","Good | Active","","4.34","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.84","Uncalibrated | Deactivated","","2.68","Uncalibrated | Deactivated","","0.43","Good | Deactivated","","0.49","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:02:34 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501966-LOG-0252","501966","Insitu","Instrument log","Water surface level","2.7","2.7","","","Unrestricted","","0.46","Good | Active","","932","Good | Active","","24.454","Good | Active","","9.07","Good | Active","","108.9","Good | Active","","7.76","Good | Active","","6.6","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","Uncalibrated | Deactivated","","3.02","Uncalibrated | Deactivated","","0.41","Good | Deactivated","","0.47","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:03:02 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Bottom)","501966-LOG-0253","501966","Insitu","Instrument log","Water surface level","2.4","2.4","","","Unrestricted","","0.46","Good | Active","","932","Good | Active","","24.415","Good | Active","","9.08","Good | Active","","109","Good | Active","","7.68","Good | Active","","5.33","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.12","Uncalibrated | Deactivated","","3","Uncalibrated | Deactivated","","0.5","Good | Deactivated","","0.56","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:03:21 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0254","501966","Insitu","Instrument log","Water surface level","2","2","","","Unrestricted","","0.46","Good | Active","","932","Good | Active","","24.438","Good | Active","","9.09","Good | Active","","109.1","Good | Active","","7.64","Good | Active","","5.71","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.24","Uncalibrated | Deactivated","","3.28","Uncalibrated | Deactivated","","0.47","Good | Deactivated","","0.53","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:03:46 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0255","501966","Insitu","Instrument log","Water surface level","1.5","1.5","","","Unrestricted","","0.46","Good | Active","","933","Good | Active","","24.512","Good | Active","","9.13","Good | Active","","109.8","Good | Active","","7.6","Good | Active","","4.99","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.19","Uncalibrated | Deactivated","","3.02","Uncalibrated | Deactivated","","0.49","Good | Deactivated","","0.54","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:04:00 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-FLD-0029","501966","Insitu","Field obs / rdgs","Water surface level","","","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","0.7","Good | Active","","2.9","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Good | Active","Stationary or Static","No tidal influence","","","","","","","","0","Good | Active"
"6160202","NICIN","11:04:14 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample","501966-LOG-0256","501966","Insitu","Instrument log","Water surface level","1","1","","","Unrestricted","","0.46","Good | Active","","933","Good | Active","","24.653","Good | Active","","9.1","Good | Active","","109.7","Good | Active","","7.55","Good | Active","","4.6","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.51","Uncalibrated | Deactivated","","3.84","Uncalibrated | Deactivated","","0.5","Good | Deactivated","","0.56","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:04:52 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Surface)","501966-LOG-0257","501966","Insitu","Instrument log","Water surface level","0.5","0.5","","","Unrestricted","","0.46","Good | Active","","934","Good | Active","","24.835","Good | Active","","9.3","Good | Active","","112.5","Good | Active","","7.53","Good | Active","","4.61","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.57","Uncalibrated | Deactivated","","4.1","Uncalibrated | Deactivated","","0.45","Good | Deactivated","","0.51","Good | Deactivated","","","","","","","","","","","","","","",""
"6160202","NICIN","11:05:04 AM","6/03/2024","3","2024","SG-E-SCESTUARY","","Standard sample (Min profile depth)","501966-LOG-0258","501966","Insitu","Instrument log","Water surface level","0.2","0.2","","","Unrestricted","","0.46","Good | Active","","934","Good | Active","","25.029","Good | Active","","9.44","Good | Active","","114.6","Good | Active","","7.54","Good | Active","","4.37","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.56","Uncalibrated | Deactivated","","2.37","Uncalibrated | Deactivated","","0.37","Good | Deactivated","","0.43","Good | Deactivated","","","","","","","","","","","","","","",""
"6160258","BLA","10:09:00 AM","26/02/2024","2","2024","SG-E-SCESTUARY","202480451","Standard sample (Bottom)","501956-LAB-0001","501956","Grab sample","Laboratory results","Water surface level","15","15","","","Unrestricted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240","Good | Active","<","10","Good | Active","","34","Good | Active","","180","Good | Active","","240","Good | Active","","","","","","","","22","Good | Active","","14","Good | Active","","","","","","","","","","","1100","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:09:02 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample (Max profile depth)","501956-LOG-0001","501956","Insitu","Instrument log","Water surface level","15.3","15.3","","","Unrestricted","","37.58","Good | Active","","56504","Good | Active","","24.344","Good | Active","","5.72","Good | Active","","84.8","Good | Active","","7.88","Good | Active","","1.88","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.04","Uncalibrated | Deactivated","","0.77","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:09:33 AM","26/02/2024","2","2024","SG-E-SCESTUARY","202480451","Standard sample (Bottom)","501956-LOG-0002","501956","Insitu","Instrument log","Water surface level","15","15","","","Unrestricted","","37.58","Good | Active","","56504","Good | Active","","24.344","Good | Active","","5.71","Good | Active","","84.7","Good | Active","","7.87","Good | Active","","1.63","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.75","Uncalibrated | Deactivated","","0.7","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:10:16 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0003","501956","Insitu","Instrument log","Water surface level","14","14","","","Unrestricted","","37.57","Good | Active","","56492","Good | Active","","24.334","Good | Active","","5.72","Good | Active","","84.8","Good | Active","","7.88","Good | Active","","1.1","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45","Uncalibrated | Deactivated","","0.87","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:10:53 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0004","501956","Insitu","Instrument log","Water surface level","13","13","","","Unrestricted","","37.56","Good | Active","","56481","Good | Active","","24.327","Good | Active","","5.74","Good | Active","","85.1","Good | Active","","7.88","Good | Active","","1.22","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.48","Uncalibrated | Deactivated","","0.88","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:11:50 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0005","501956","Insitu","Instrument log","Water surface level","12","12","","","Unrestricted","","37.55","Good | Active","","56466","Good | Active","","24.318","Good | Active","","5.68","Good | Active","","84.1","Good | Active","","7.88","Good | Active","","1.11","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.24","Uncalibrated | Deactivated","","0.82","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:12:23 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0006","501956","Insitu","Instrument log","Water surface level","10.9","10.9","","","Unrestricted","","37.54","Good | Active","","56458","Good | Active","","24.314","Good | Active","","5.66","Good | Active","","83.8","Good | Active","","7.88","Good | Active","","1.08","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03","Uncalibrated | Deactivated","","0.77","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:12:47 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0007","501956","Insitu","Instrument log","Water surface level","10","10","","","Unrestricted","","37.54","Good | Active","","56451","Good | Active","","24.311","Good | Active","","5.65","Good | Active","","83.7","Good | Active","","7.88","Good | Active","","1.16","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15","Uncalibrated | Deactivated","","0.8","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:13:21 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0008","501956","Insitu","Instrument log","Water surface level","9","9","","","Unrestricted","","37.54","Good | Active","","56449","Good | Active","","24.309","Good | Active","","5.64","Good | Active","","83.6","Good | Active","","7.88","Good | Active","","1.16","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.24","Uncalibrated | Deactivated","","0.82","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:14:06 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0009","501956","Insitu","Instrument log","Water surface level","7.9","7.9","","","Unrestricted","","37.52","Good | Active","","56423","Good | Active","","24.301","Good | Active","","5.71","Good | Active","","84.6","Good | Active","","7.88","Good | Active","","1.08","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.34","Uncalibrated | Deactivated","","0.85","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:14:39 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0010","501956","Insitu","Instrument log","Water surface level","7","7","","","Unrestricted","","37.51","Good | Active","","56406","Good | Active","","24.297","Good | Active","","5.74","Good | Active","","85","Good | Active","","7.89","Good | Active","","0.92","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.67","Uncalibrated | Deactivated","","0.93","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:15:12 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0011","501956","Insitu","Instrument log","Water surface level","6","6","","","Unrestricted","","37.48","Good | Active","","56369","Good | Active","","24.271","Good | Active","","5.79","Good | Active","","85.6","Good | Active","","7.89","Good | Active","","1.01","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05","Uncalibrated | Deactivated","","1.02","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
"6160258","BLA","10:15:44 AM","26/02/2024","2","2024","SG-E-SCESTUARY","","Standard sample","501956-LOG-0012","501956","Insitu","Instrument log","Water surface level","5","5","","","Unrestricted","","37.45","Good | Active","","56328","Good | Active","","24.251","Good | Active","","5.82","Good | Active","","86.1","Good | Active","","7.9","Good | Active","","0.96","Good | Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04","Uncalibrated | Deactivated","","1.02","Uncalibrated | Deactivated","","","","","","","","","","","","","","","","","","","","",""
